,Estimator,relationship,Relatedness_Value
1392,LRM,Full-Sibs,0.389
1393,LRM,Full-Sibs,0.3604
1394,LRM,Full-Sibs,0.7809
1395,LRM,Full-Sibs,0.6065
1396,LRM,Full-Sibs,0.7006
1397,LRM,Full-Sibs,0.3629
1398,LRM,Full-Sibs,0.4155
1399,LRM,Full-Sibs,0.647
1400,LRM,Full-Sibs,0.8111
1401,LRM,Full-Sibs,0.2389
1402,LRM,Full-Sibs,0.4512
1403,LRM,Full-Sibs,0.6852
1404,LRM,Full-Sibs,0.4825
1405,LRM,Full-Sibs,0.5784
1406,LRM,Full-Sibs,0.6834
1407,LRM,Full-Sibs,0.3956
1408,LRM,Full-Sibs,0.6564
1409,LRM,Full-Sibs,0.5667
1410,LRM,Full-Sibs,0.6992
1411,LRM,Full-Sibs,0.5173
1412,LRM,Full-Sibs,0.4546
1413,LRM,Full-Sibs,0.4144
1414,LRM,Full-Sibs,0.4256
1415,LRM,Full-Sibs,0.4475
1416,LRM,Full-Sibs,0.4264
1417,LRM,Full-Sibs,0.3321
1418,LRM,Full-Sibs,0.2814
1419,LRM,Full-Sibs,0.3848
1420,LRM,Full-Sibs,0.3781
1421,LRM,Full-Sibs,0.5159
1422,LRM,Full-Sibs,0.557
1423,LRM,Full-Sibs,0.3016
1424,LRM,Full-Sibs,0.7835
1425,LRM,Full-Sibs,0.4109
1426,LRM,Full-Sibs,0.4718
1427,LRM,Full-Sibs,0.6915
1428,LRM,Full-Sibs,0.3649
1429,LRM,Full-Sibs,0.3242
1430,LRM,Full-Sibs,0.294
1431,LRM,Full-Sibs,0.6692
1432,LRM,Full-Sibs,0.4221
1433,LRM,Full-Sibs,0.3544
1434,LRM,Full-Sibs,0.4555
1435,LRM,Full-Sibs,0.4871
1436,LRM,Full-Sibs,0.6531
1437,LRM,Full-Sibs,0.4121
1438,LRM,Full-Sibs,0.4434
1439,LRM,Full-Sibs,0.5162
1440,LRM,Full-Sibs,0.4507
1441,LRM,Full-Sibs,0.5841
1442,LRM,Full-Sibs,0.4339
1443,LRM,Full-Sibs,0.5377
1444,LRM,Full-Sibs,0.3987
1445,LRM,Full-Sibs,0.5653
1446,LRM,Full-Sibs,0.3508
1447,LRM,Full-Sibs,0.389
1448,LRM,Full-Sibs,0.7459
1449,LRM,Full-Sibs,0.483
1450,LRM,Full-Sibs,0.6501
1451,LRM,Full-Sibs,0.6505
1452,LRM,Full-Sibs,0.4893
1453,LRM,Full-Sibs,0.4942
1454,LRM,Full-Sibs,0.6124
1455,LRM,Full-Sibs,0.7259
1456,LRM,Full-Sibs,0.3609
1457,LRM,Full-Sibs,0.4383
1458,LRM,Full-Sibs,0.6695
1459,LRM,Full-Sibs,0.3662
1460,LRM,Full-Sibs,0.4695
1461,LRM,Full-Sibs,0.3381
1462,LRM,Full-Sibs,0.4324
1463,LRM,Full-Sibs,0.5108
1464,LRM,Full-Sibs,0.7154
1465,LRM,Full-Sibs,0.3755
1466,LRM,Full-Sibs,0.5145
1467,LRM,Full-Sibs,0.3513
1468,LRM,Full-Sibs,0.502
1469,LRM,Full-Sibs,0.5383
1470,LRM,Full-Sibs,0.8548
1471,LRM,Full-Sibs,0.5438
1472,LRM,Full-Sibs,0.4282
1473,LRM,Full-Sibs,0.2606
1474,LRM,Full-Sibs,0.7497
1475,LRM,Full-Sibs,0.2735
1476,LRM,Full-Sibs,0.4216
1477,LRM,Full-Sibs,0.5612
1478,LRM,Full-Sibs,0.405
1479,LRM,Full-Sibs,0.335
1480,LRM,Full-Sibs,0.5904
1481,LRM,Full-Sibs,0.5711
1482,LRM,Full-Sibs,0.4404
1483,LRM,Full-Sibs,0.5265
1484,LRM,Full-Sibs,0.5303
1485,LRM,Full-Sibs,0.6546
1486,LRM,Full-Sibs,0.274
1487,LRM,Full-Sibs,0.6039
1488,LRM,Full-Sibs,0.3831
1489,LRM,Full-Sibs,0.6232
1490,LRM,Full-Sibs,0.1628
1491,LRM,Full-Sibs,0.3532
1492,LRM,Full-Sibs,0.6771
1493,LRM,Full-Sibs,0.4973
1494,LRM,Full-Sibs,0.6878
1495,LRM,Full-Sibs,0.4708
1496,LRM,Full-Sibs,0.1624
1497,LRM,Full-Sibs,0.7363
1498,LRM,Full-Sibs,0.659
1499,LRM,Full-Sibs,0.5757
1500,LRM,Full-Sibs,0.3937
1501,LRM,Full-Sibs,0.2815
1502,LRM,Full-Sibs,0.3179
1503,LRM,Full-Sibs,0.3563
1504,LRM,Full-Sibs,0.5299
1505,LRM,Full-Sibs,0.6463
1506,LRM,Full-Sibs,0.6946
1507,LRM,Full-Sibs,0.5455
1508,LRM,Full-Sibs,0.5119
1509,LRM,Full-Sibs,0.4043
1510,LRM,Full-Sibs,0.5186
1511,LRM,Full-Sibs,0.7029
1512,LRM,Full-Sibs,0.6674
1513,LRM,Full-Sibs,0.5857
1514,LRM,Full-Sibs,0.7296
1515,LRM,Full-Sibs,0.4967
1516,LRM,Full-Sibs,0.4628
1517,LRM,Full-Sibs,0.7856
1518,LRM,Full-Sibs,0.7617
1519,LRM,Full-Sibs,0.3183
1520,LRM,Full-Sibs,0.3141
1521,LRM,Full-Sibs,0.5079
1522,LRM,Full-Sibs,0.5588
1523,LRM,Full-Sibs,0.5342
1524,LRM,Full-Sibs,0.5005
1525,LRM,Full-Sibs,0.604
1526,LRM,Full-Sibs,0.4574
1527,LRM,Full-Sibs,0.4613
1528,LRM,Full-Sibs,0.6464
1529,LRM,Full-Sibs,0.2914
1530,LRM,Full-Sibs,0.5867
1531,LRM,Full-Sibs,0.5375
1532,LRM,Full-Sibs,0.526
1533,LRM,Full-Sibs,0.5525
1534,LRM,Full-Sibs,0.3792
1535,LRM,Full-Sibs,0.5214
1536,LRM,Full-Sibs,0.436
1537,LRM,Full-Sibs,0.7526
1538,LRM,Full-Sibs,0.6132
1539,LRM,Full-Sibs,0.5587
1540,LRM,Full-Sibs,0.516
1541,LRM,Full-Sibs,0.1693
1542,LRM,Full-Sibs,0.6723
1543,LRM,Full-Sibs,0.5828
1544,LRM,Full-Sibs,0.4417
1545,LRM,Full-Sibs,0.5532
1546,LRM,Full-Sibs,0.5428
1547,LRM,Full-Sibs,0.7705
1548,LRM,Full-Sibs,0.3339
1549,LRM,Full-Sibs,0.3668
1550,LRM,Full-Sibs,0.608
1551,LRM,Full-Sibs,0.6133
1552,LRM,Full-Sibs,0.8003
1553,LRM,Full-Sibs,0.7535
1554,LRM,Full-Sibs,0.5097
1555,LRM,Full-Sibs,0.4796
1556,LRM,Full-Sibs,0.5394
1557,LRM,Full-Sibs,0.2661
1558,LRM,Full-Sibs,0.5554
1559,LRM,Full-Sibs,0.3947
1560,LRM,Full-Sibs,0.4582
1561,LRM,Full-Sibs,0.1324
1562,LRM,Full-Sibs,0.5855
1563,LRM,Full-Sibs,0.6535
1564,LRM,Full-Sibs,0.6741
1565,LRM,Full-Sibs,0.6077
1566,LRM,Full-Sibs,0.4914
1567,LRM,Full-Sibs,0.3988
1568,LRM,Full-Sibs,0.5072
1569,LRM,Full-Sibs,0.4946
1570,LRM,Full-Sibs,0.5416
1571,LRM,Full-Sibs,0.6244
1572,LRM,Full-Sibs,0.6742
1573,LRM,Full-Sibs,0.5579
1574,LRM,Full-Sibs,0.8676
1575,LRM,Full-Sibs,0.7096
1576,LRM,Full-Sibs,0.2771
1577,LRM,Full-Sibs,0.3717
1578,LRM,Full-Sibs,0.5899
1579,LRM,Full-Sibs,0.7767
1580,LRM,Full-Sibs,0.5758
1581,LRM,Full-Sibs,0.7032
1582,LRM,Full-Sibs,0.3912
1583,LRM,Full-Sibs,0.4952
1584,LRM,Full-Sibs,0.6064
1585,LRM,Full-Sibs,0.2908
1586,LRM,Full-Sibs,0.4248
1587,LRM,Full-Sibs,0.6937
1588,LRM,Full-Sibs,0.7151
1589,LRM,Full-Sibs,0.5928
1590,LRM,Full-Sibs,0.6789
1591,LRM,Full-Sibs,0.5459
1592,LRM,Full-Sibs,0.1205
1593,LRM,Full-Sibs,0.4212
1594,LRM,Full-Sibs,0.6539
1595,LRM,Full-Sibs,0.5153
1596,LRM,Full-Sibs,0.5432
1597,LRM,Full-Sibs,0.3859
1598,LRM,Full-Sibs,0.6375
1599,LRM,Full-Sibs,0.4477
1600,LRM,Full-Sibs,0.5744
1601,LRM,Full-Sibs,0.4918
1602,LRM,Full-Sibs,0.2974
1603,LRM,Full-Sibs,0.433
1604,LRM,Full-Sibs,0.505
1605,LRM,Full-Sibs,0.1813
1606,LRM,Full-Sibs,0.4804
1607,LRM,Full-Sibs,0.3178
1608,LRM,Full-Sibs,0.5538
1609,LRM,Full-Sibs,0.6107
1610,LRM,Full-Sibs,0.5058
1611,LRM,Full-Sibs,0.6979
1612,LRM,Full-Sibs,0.5041
1613,LRM,Full-Sibs,0.392
1614,LRM,Full-Sibs,0.5875
1615,LRM,Full-Sibs,0.189
1616,LRM,Full-Sibs,0.4449
1617,LRM,Full-Sibs,0.4832
1618,LRM,Full-Sibs,0.7952
1619,LRM,Full-Sibs,0.6578
1620,LRM,Full-Sibs,0.4168
1621,LRM,Full-Sibs,0.4441
1622,LRM,Full-Sibs,0.4774
1623,LRM,Full-Sibs,0.5454
1624,LRM,Full-Sibs,0.2702
1625,LRM,Full-Sibs,0.5377
1626,LRM,Full-Sibs,0.3988
1627,LRM,Full-Sibs,0.6072
1628,LRM,Full-Sibs,0.5855
1629,LRM,Full-Sibs,0.6014
1630,LRM,Full-Sibs,0.6827
1631,LRM,Full-Sibs,0.7759
1632,LRM,Full-Sibs,0.5868
1633,LRM,Full-Sibs,0.3359
1634,LRM,Full-Sibs,0.5255
1635,LRM,Full-Sibs,0.5469
1636,LRM,Full-Sibs,0.3646
1637,LRM,Full-Sibs,0.3277
1638,LRM,Full-Sibs,0.6574
1639,LRM,Full-Sibs,0.5304
1640,LRM,Full-Sibs,0.3837
1641,LRM,Full-Sibs,0.7166
1642,LRM,Full-Sibs,0.3319
1643,LRM,Full-Sibs,0.6937
1644,LRM,Full-Sibs,0.6493
1645,LRM,Full-Sibs,0.4608
1646,LRM,Full-Sibs,0.4949
1647,LRM,Full-Sibs,0.8703
1648,LRM,Full-Sibs,0.4796
1649,LRM,Full-Sibs,0.3795
1650,LRM,Full-Sibs,0.3626
1651,LRM,Full-Sibs,0.4216
1652,LRM,Full-Sibs,0.4164
1653,LRM,Full-Sibs,0.7867
1654,LRM,Full-Sibs,0.6174
1655,LRM,Full-Sibs,0.3322
1656,LRM,Full-Sibs,0.4726
1657,LRM,Full-Sibs,0.4656
1658,LRM,Full-Sibs,0.5109
1659,LRM,Full-Sibs,0.7244
1660,LRM,Full-Sibs,0.4083
1661,LRM,Full-Sibs,0.585
1662,LRM,Full-Sibs,0.425
1663,LRM,Full-Sibs,0.6455
1664,LRM,Full-Sibs,0.5904
1665,LRM,Full-Sibs,0.3186
1666,LRM,Full-Sibs,0.6837
1667,LRM,Full-Sibs,0.6766
1668,LRM,Full-Sibs,0.4129
1669,LRM,Full-Sibs,0.2303
1670,LRM,Full-Sibs,0.683
1671,LRM,Full-Sibs,0.7521
1672,LRM,Full-Sibs,0.5333
1673,LRM,Full-Sibs,0.4527
1674,LRM,Full-Sibs,0.5759
1675,LRM,Full-Sibs,0.3235
1676,LRM,Full-Sibs,0.3496
1677,LRM,Full-Sibs,0.6361
1678,LRM,Full-Sibs,0.3989
1679,LRM,Full-Sibs,0.3067
1680,LRM,Full-Sibs,0.5744
1681,LRM,Full-Sibs,0.4898
1682,LRM,Full-Sibs,0.2392
1683,LRM,Full-Sibs,0.408
1684,LRM,Full-Sibs,0.2392
1685,LRM,Full-Sibs,0.3081
1686,LRM,Full-Sibs,0.7036
1687,LRM,Full-Sibs,0.3096
1688,LRM,Full-Sibs,0.2725
1689,LRM,Full-Sibs,0.5375
1690,LRM,Full-Sibs,0.4302
1691,LRM,Full-Sibs,0.6714
1692,LRM,Full-Sibs,0.7885
1693,LRM,Full-Sibs,0.6919
1694,LRM,Full-Sibs,0.5765
1695,LRM,Full-Sibs,0.703
1696,LRM,Full-Sibs,0.5033
1697,LRM,Full-Sibs,0.5226
1698,LRM,Full-Sibs,0.5936
1699,LRM,Full-Sibs,0.5972
1700,LRM,Full-Sibs,0.5549
1701,LRM,Full-Sibs,0.5792
1702,LRM,Full-Sibs,0.3739
1703,LRM,Full-Sibs,0.5774
1704,LRM,Full-Sibs,0.5385
1705,LRM,Full-Sibs,0.7915
1706,LRM,Full-Sibs,0.7026
1707,LRM,Full-Sibs,0.3184
1708,LRM,Full-Sibs,0.2802
1709,LRM,Full-Sibs,0.423
1710,LRM,Full-Sibs,0.2615
1711,LRM,Full-Sibs,0.7758
1712,LRM,Full-Sibs,0.4549
1713,LRM,Full-Sibs,0.5465
1714,LRM,Full-Sibs,0.5626
1715,LRM,Full-Sibs,0.4958
1716,LRM,Full-Sibs,0.7087
1717,LRM,Full-Sibs,0.3768
1718,LRM,Full-Sibs,0.7769
1719,LRM,Full-Sibs,0.4795
1720,LRM,Full-Sibs,0.4189
1721,LRM,Full-Sibs,0.4774
1722,LRM,Full-Sibs,0.5749
1723,LRM,Full-Sibs,0.5246
1724,LRM,Full-Sibs,0.6102
1725,LRM,Full-Sibs,0.646
1726,LRM,Full-Sibs,0.6128
1727,LRM,Full-Sibs,0.6234
1728,LRM,Full-Sibs,0.7729
1729,LRM,Full-Sibs,0.5751
1730,LRM,Full-Sibs,0.6
1731,LRM,Full-Sibs,0.7739
1732,LRM,Full-Sibs,0.5979
1733,LRM,Full-Sibs,0.6392
1734,LRM,Full-Sibs,0.5532
1735,LRM,Full-Sibs,0.2121
1736,LRM,Full-Sibs,0.4336
1737,LRM,Full-Sibs,0.4818
1738,LRM,Full-Sibs,0.5549
1739,LRM,Full-Sibs,0.3816
1740,LRM,Full-Sibs,0.456
1741,LRM,Full-Sibs,0.5195
1742,LRM,Full-Sibs,0.6211
1743,LRM,Full-Sibs,0.3952
1744,LRM,Full-Sibs,0.5441
1745,LRM,Full-Sibs,0.5316
1746,LRM,Full-Sibs,0.4782
1747,LRM,Full-Sibs,0.6247
1748,LRM,Full-Sibs,0.6905
1749,LRM,Full-Sibs,0.5346
1750,LRM,Full-Sibs,0.5178
1751,LRM,Full-Sibs,0.4838
1752,LRM,Full-Sibs,0.4488
1753,LRM,Full-Sibs,0.6517
1754,LRM,Full-Sibs,0.3896
1755,LRM,Full-Sibs,0.7102
1756,LRM,Full-Sibs,0.3362
1757,LRM,Full-Sibs,0.6244
1758,LRM,Full-Sibs,0.5187
1759,LRM,Full-Sibs,0.6251
1760,LRM,Full-Sibs,0.1303
1761,LRM,Full-Sibs,0.7188
1762,LRM,Full-Sibs,0.5936
1763,LRM,Full-Sibs,0.4634
1764,LRM,Full-Sibs,0.3103
1765,LRM,Full-Sibs,0.4002
1766,LRM,Full-Sibs,0.5409
1767,LRM,Full-Sibs,0.5571
1768,LRM,Full-Sibs,0.6624
1769,LRM,Full-Sibs,0.4331
1770,LRM,Full-Sibs,0.4424
1771,LRM,Full-Sibs,0.5365
1772,LRM,Full-Sibs,0.7414
1773,LRM,Full-Sibs,0.3235
1774,LRM,Full-Sibs,0.4422
1775,LRM,Full-Sibs,0.5241
1776,LRM,Full-Sibs,0.462
1777,LRM,Full-Sibs,0.4091
1778,LRM,Full-Sibs,0.3402
1779,LRM,Full-Sibs,0.3247
1780,LRM,Full-Sibs,0.3191
1781,LRM,Full-Sibs,0.2696
1782,LRM,Full-Sibs,0.5422
1783,LRM,Full-Sibs,0.5494
1784,LRM,Full-Sibs,0.4267
1785,LRM,Full-Sibs,0.7562
1786,LRM,Full-Sibs,0.6994
1787,LRM,Full-Sibs,0.4706
1788,LRM,Full-Sibs,0.69
1789,LRM,Full-Sibs,0.4078
1790,LRM,Full-Sibs,0.1813
1791,LRM,Full-Sibs,0.5886
1792,LRM,Full-Sibs,0.2947
1793,LRM,Full-Sibs,0.4302
1794,LRM,Full-Sibs,0.622
1795,LRM,Full-Sibs,0.4216
1796,LRM,Full-Sibs,0.5278
1797,LRM,Full-Sibs,0.624
1798,LRM,Full-Sibs,0.3007
1799,LRM,Full-Sibs,0.5687
1800,LRM,Full-Sibs,0.4965
1801,QGM,Full-Sibs,0.8658
1802,QGM,Full-Sibs,0.3912
1803,QGM,Full-Sibs,0.5914
1804,QGM,Full-Sibs,0.4984
1805,QGM,Full-Sibs,0.6865
1806,QGM,Full-Sibs,0.3819
1807,QGM,Full-Sibs,0.5233
1808,QGM,Full-Sibs,0.7118
1809,QGM,Full-Sibs,0.4125
1810,QGM,Full-Sibs,0.2297
1811,QGM,Full-Sibs,0.4502
1812,QGM,Full-Sibs,0.4758
1813,QGM,Full-Sibs,0.5671
1814,QGM,Full-Sibs,0.6354
1815,QGM,Full-Sibs,0.5052
1816,QGM,Full-Sibs,0.5878
1817,QGM,Full-Sibs,0.1854
1818,QGM,Full-Sibs,0.622
1819,QGM,Full-Sibs,0.4645
1820,QGM,Full-Sibs,0.5716
1821,QGM,Full-Sibs,0.2992
1822,QGM,Full-Sibs,0.4572
1823,QGM,Full-Sibs,0.64
1824,QGM,Full-Sibs,0.5289
1825,QGM,Full-Sibs,0.4581
1826,QGM,Full-Sibs,0.5437
1827,QGM,Full-Sibs,0.664
1828,QGM,Full-Sibs,0.5519
1829,QGM,Full-Sibs,0.4911
1830,QGM,Full-Sibs,0.4479
1831,QGM,Full-Sibs,0.5384
1832,QGM,Full-Sibs,0.7055
1833,QGM,Full-Sibs,0.4532
1834,QGM,Full-Sibs,0.4709
1835,QGM,Full-Sibs,0.5973
1836,QGM,Full-Sibs,0.5822
1837,QGM,Full-Sibs,0.6977
1838,QGM,Full-Sibs,0.532
1839,QGM,Full-Sibs,0.5325
1840,QGM,Full-Sibs,0.4386
1841,QGM,Full-Sibs,0.4853
1842,QGM,Full-Sibs,0.5905
1843,QGM,Full-Sibs,0.457
1844,QGM,Full-Sibs,0.5806
1845,QGM,Full-Sibs,0.5923
1846,QGM,Full-Sibs,0.5736
1847,QGM,Full-Sibs,0.5941
1848,QGM,Full-Sibs,0.4873
1849,QGM,Full-Sibs,0.7088
1850,QGM,Full-Sibs,0.5161
1851,QGM,Full-Sibs,0.4979
1852,QGM,Full-Sibs,0.5184
1853,QGM,Full-Sibs,0.326
1854,QGM,Full-Sibs,0.6593
1855,QGM,Full-Sibs,0.5923
1856,QGM,Full-Sibs,0.5168
1857,QGM,Full-Sibs,0.5118
1858,QGM,Full-Sibs,0.4649
1859,QGM,Full-Sibs,0.4339
1860,QGM,Full-Sibs,0.5349
1861,QGM,Full-Sibs,0.4226
1862,QGM,Full-Sibs,0.602
1863,QGM,Full-Sibs,0.4764
1864,QGM,Full-Sibs,0.5632
1865,QGM,Full-Sibs,0.438
1866,QGM,Full-Sibs,0.308
1867,QGM,Full-Sibs,0.5979
1868,QGM,Full-Sibs,0.6578
1869,QGM,Full-Sibs,0.6137
1870,QGM,Full-Sibs,0.5283
1871,QGM,Full-Sibs,0.2394
1872,QGM,Full-Sibs,0.5989
1873,QGM,Full-Sibs,0.3293
1874,QGM,Full-Sibs,0.5176
1875,QGM,Full-Sibs,0.5205
1876,QGM,Full-Sibs,0.6401
1877,QGM,Full-Sibs,0.6019
1878,QGM,Full-Sibs,0.4492
1879,QGM,Full-Sibs,0.3503
1880,QGM,Full-Sibs,0.4979
1881,QGM,Full-Sibs,0.3865
1882,QGM,Full-Sibs,0.6136
1883,QGM,Full-Sibs,0.5958
1884,QGM,Full-Sibs,0.5787
1885,QGM,Full-Sibs,0.4464
1886,QGM,Full-Sibs,0.4017
1887,QGM,Full-Sibs,0.2639
1888,QGM,Full-Sibs,0.2366
1889,QGM,Full-Sibs,0.6679
1890,QGM,Full-Sibs,0.4412
1891,QGM,Full-Sibs,0.5322
1892,QGM,Full-Sibs,0.5058
1893,QGM,Full-Sibs,0.6333
1894,QGM,Full-Sibs,0.6164
1895,QGM,Full-Sibs,0.1281
1896,QGM,Full-Sibs,0.6499
1897,QGM,Full-Sibs,0.4137
1898,QGM,Full-Sibs,0.5787
1899,QGM,Full-Sibs,0.5386
1900,QGM,Full-Sibs,0.3424
1901,QGM,Full-Sibs,0.213
1902,QGM,Full-Sibs,0.6795
1903,QGM,Full-Sibs,0.3677
1904,QGM,Full-Sibs,0.531
1905,QGM,Full-Sibs,0.52
1906,QGM,Full-Sibs,0.6597
1907,QGM,Full-Sibs,0.5703
1908,QGM,Full-Sibs,0.6561
1909,QGM,Full-Sibs,0.5901
1910,QGM,Full-Sibs,0.7169
1911,QGM,Full-Sibs,0.2324
1912,QGM,Full-Sibs,0.5037
1913,QGM,Full-Sibs,0.2328
1914,QGM,Full-Sibs,0.6309
1915,QGM,Full-Sibs,0.5943
1916,QGM,Full-Sibs,0.5637
1917,QGM,Full-Sibs,0.5669
1918,QGM,Full-Sibs,0.5982
1919,QGM,Full-Sibs,0.5765
1920,QGM,Full-Sibs,0.6784
1921,QGM,Full-Sibs,0.4186
1922,QGM,Full-Sibs,0.4873
1923,QGM,Full-Sibs,0.5316
1924,QGM,Full-Sibs,0.4305
1925,QGM,Full-Sibs,0.5011
1926,QGM,Full-Sibs,0.697
1927,QGM,Full-Sibs,0.4279
1928,QGM,Full-Sibs,0.4247
1929,QGM,Full-Sibs,0.4348
1930,QGM,Full-Sibs,0.5696
1931,QGM,Full-Sibs,0.5192
1932,QGM,Full-Sibs,0.5645
1933,QGM,Full-Sibs,0.4443
1934,QGM,Full-Sibs,0.4952
1935,QGM,Full-Sibs,0.6174
1936,QGM,Full-Sibs,0.5861
1937,QGM,Full-Sibs,0.0914
1938,QGM,Full-Sibs,0.1035
1939,QGM,Full-Sibs,0.5662
1940,QGM,Full-Sibs,0.4855
1941,QGM,Full-Sibs,0.5765
1942,QGM,Full-Sibs,0.4436
1943,QGM,Full-Sibs,0.5523
1944,QGM,Full-Sibs,0.4377
1945,QGM,Full-Sibs,0.4621
1946,QGM,Full-Sibs,0.5004
1947,QGM,Full-Sibs,0.3996
1948,QGM,Full-Sibs,0.6736
1949,QGM,Full-Sibs,0.4534
1950,QGM,Full-Sibs,0.4945
1951,QGM,Full-Sibs,0.6621
1952,QGM,Full-Sibs,0.7269
1953,QGM,Full-Sibs,0.5271
1954,QGM,Full-Sibs,0.4858
1955,QGM,Full-Sibs,0.3927
1956,QGM,Full-Sibs,0.4584
1957,QGM,Full-Sibs,0.6658
1958,QGM,Full-Sibs,0.5311
1959,QGM,Full-Sibs,0.3082
1960,QGM,Full-Sibs,0.4667
1961,QGM,Full-Sibs,0.5894
1962,QGM,Full-Sibs,0.5869
1963,QGM,Full-Sibs,0.4752
1964,QGM,Full-Sibs,0.2753
1965,QGM,Full-Sibs,0.5768
1966,QGM,Full-Sibs,0.6293
1967,QGM,Full-Sibs,0.381
1968,QGM,Full-Sibs,0.5191
1969,QGM,Full-Sibs,0.6183
1970,QGM,Full-Sibs,0.5206
1971,QGM,Full-Sibs,0.4816
1972,QGM,Full-Sibs,0.5639
1973,QGM,Full-Sibs,0.6172
1974,QGM,Full-Sibs,0.6544
1975,QGM,Full-Sibs,0.2783
1976,QGM,Full-Sibs,0.4809
1977,QGM,Full-Sibs,0.5349
1978,QGM,Full-Sibs,0.4963
1979,QGM,Full-Sibs,0.4598
1980,QGM,Full-Sibs,0.4328
1981,QGM,Full-Sibs,0.2308
1982,QGM,Full-Sibs,0.468
1983,QGM,Full-Sibs,0.5227
1984,QGM,Full-Sibs,0.6399
1985,QGM,Full-Sibs,0.7299
1986,QGM,Full-Sibs,0.289
1987,QGM,Full-Sibs,0.4588
1988,QGM,Full-Sibs,0.433
1989,QGM,Full-Sibs,0.6209
1990,QGM,Full-Sibs,0.5248
1991,QGM,Full-Sibs,0.4931
1992,QGM,Full-Sibs,0.1933
1993,QGM,Full-Sibs,0.6575
1994,QGM,Full-Sibs,0.6668
1995,QGM,Full-Sibs,0.4275
1996,QGM,Full-Sibs,0.6631
1997,QGM,Full-Sibs,0.4765
1998,QGM,Full-Sibs,0.5434
1999,QGM,Full-Sibs,0.4943
2000,QGM,Full-Sibs,0.7827
2001,QGM,Full-Sibs,0.3553
2002,QGM,Full-Sibs,0.4531
2003,QGM,Full-Sibs,0.4496
2004,QGM,Full-Sibs,0.5588
2005,QGM,Full-Sibs,0.2856
2006,QGM,Full-Sibs,0.5408
2007,QGM,Full-Sibs,0.591
2008,QGM,Full-Sibs,0.5676
2009,QGM,Full-Sibs,0.5125
2010,QGM,Full-Sibs,0.643
2011,QGM,Full-Sibs,0.6742
2012,QGM,Full-Sibs,0.5337
2013,QGM,Full-Sibs,0.4479
2014,QGM,Full-Sibs,0.6256
2015,QGM,Full-Sibs,0.4875
2016,QGM,Full-Sibs,0.5086
2017,QGM,Full-Sibs,0.3869
2018,QGM,Full-Sibs,0.498
2019,QGM,Full-Sibs,0.3221
2020,QGM,Full-Sibs,0.3678
2021,QGM,Full-Sibs,0.6444
2022,QGM,Full-Sibs,0.7023
2023,QGM,Full-Sibs,0.4407
2024,QGM,Full-Sibs,0.865
2025,QGM,Full-Sibs,0.614
2026,QGM,Full-Sibs,0.5347
2027,QGM,Full-Sibs,0.7041
2028,QGM,Full-Sibs,0.2813
2029,QGM,Full-Sibs,0.5304
2030,QGM,Full-Sibs,0.4447
2031,QGM,Full-Sibs,0.4927
2032,QGM,Full-Sibs,0.382
2033,QGM,Full-Sibs,0.2637
2034,QGM,Full-Sibs,0.2494
2035,QGM,Full-Sibs,0.5254
2036,QGM,Full-Sibs,0.6128
2037,QGM,Full-Sibs,0.4358
2038,QGM,Full-Sibs,0.4604
2039,QGM,Full-Sibs,0.5255
2040,QGM,Full-Sibs,0.5285
2041,QGM,Full-Sibs,0.6303
2042,QGM,Full-Sibs,0.482
2043,QGM,Full-Sibs,0.5679
2044,QGM,Full-Sibs,0.4175
2045,QGM,Full-Sibs,0.5985
2046,QGM,Full-Sibs,0.3536
2047,QGM,Full-Sibs,0.3649
2048,QGM,Full-Sibs,0.671
2049,QGM,Full-Sibs,0.4922
2050,QGM,Full-Sibs,0.6106
2051,QGM,Full-Sibs,0.6882
2052,QGM,Full-Sibs,0.4005
2053,QGM,Full-Sibs,0.5427
2054,QGM,Full-Sibs,0.5169
2055,QGM,Full-Sibs,0.8377
2056,QGM,Full-Sibs,0.5452
2057,QGM,Full-Sibs,0.6053
2058,QGM,Full-Sibs,0.6163
2059,QGM,Full-Sibs,0.236
2060,QGM,Full-Sibs,0.4644
2061,QGM,Full-Sibs,0.4086
2062,QGM,Full-Sibs,0.3253
2063,QGM,Full-Sibs,0.317
2064,QGM,Full-Sibs,0.3786
2065,QGM,Full-Sibs,0.319
2066,QGM,Full-Sibs,0.3588
2067,QGM,Full-Sibs,0.5074
2068,QGM,Full-Sibs,0.4198
2069,QGM,Full-Sibs,0.5152
2070,QGM,Full-Sibs,0.7445
2071,QGM,Full-Sibs,0.5403
2072,QGM,Full-Sibs,0.3768
2073,QGM,Full-Sibs,0.3788
2074,QGM,Full-Sibs,0.556
2075,QGM,Full-Sibs,0.394
2076,QGM,Full-Sibs,0.2109
2077,QGM,Full-Sibs,0.5307
2078,QGM,Full-Sibs,0.4271
2079,QGM,Full-Sibs,0.4321
2080,QGM,Full-Sibs,0.6059
2081,QGM,Full-Sibs,0.6373
2082,QGM,Full-Sibs,0.4461
2083,QGM,Full-Sibs,0.3497
2084,QGM,Full-Sibs,0.3282
2085,QGM,Full-Sibs,0.6559
2086,QGM,Full-Sibs,0.3881
2087,QGM,Full-Sibs,0.5679
2088,QGM,Full-Sibs,0.4789
2089,QGM,Full-Sibs,0.6471
2090,QGM,Full-Sibs,0.2183
2091,QGM,Full-Sibs,0.548
2092,QGM,Full-Sibs,0.6833
2093,QGM,Full-Sibs,0.3813
